Loading Data...
./datasets_phish_scam/undirected-40000.pkl
Graph Edge Count: 1374388
Graph Average Degree: 68.7194
Graph Node Count: 40000
Undirected Graph Edge Count: 1374388
Undirected Graph Average Degree: 68.7194
Undirected Graph Node Count: 40000
Labeled Node Count: 163
========================training times:0========================
Extracting 1-hop subgraphs...
Done!
Extracting 1-hop subgraphs...
Done!
I2BGNNT
Start Training...
Epoch: 01, Train_Loss: 0.7070, Val_Loss: 0.6909, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9896
Epoch: 02, Train_Loss: 0.6930, Val_Loss: 0.6809, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9961
Epoch: 03, Train_Loss: 0.6781, Val_Loss: 0.6714, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9961
Epoch: 04, Train_Loss: 0.6665, Val_Loss: 0.6621, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9961
Epoch: 05, Train_Loss: 0.6555, Val_Loss: 0.6533, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9961
Epoch: 06, Train_Loss: 0.6427, Val_Loss: 0.6441, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9961
Epoch: 07, Train_Loss: 0.6326, Val_Loss: 0.6346, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9961
Epoch: 08, Train_Loss: 0.6188, Val_Loss: 0.6248, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9961
Epoch: 09, Train_Loss: 0.6088, Val_Loss: 0.6142, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9961
Epoch: 10, Train_Loss: 0.5931, Val_Loss: 0.6033, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9961
Epoch: 11, Train_Loss: 0.5812, Val_Loss: 0.5923, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9961
