Loading Data...
./datasets_phish_scam/undirected-30000.pkl
Graph Edge Count: 1268798
Graph Average Degree: 84.58653333333334
Graph Node Count: 30000
Undirected Graph Edge Count: 1268798
Undirected Graph Average Degree: 84.58653333333334
Undirected Graph Node Count: 30000
Labeled Node Count: 125
========================training times:0========================
Extracting 1-hop subgraphs...
Done!
Extracting 1-hop subgraphs...
Done!
I2BGNNT
Start Training...
Now Best: {'train_loss': 0.7179228663444519, 'val_loss': 0.7125426530838013, 'precision': 0.0046291637315085035, 'recall': 1.0, 'F1': 0.00921566663327657, 'Micro F1:': 0.0109}
Epoch: 01, Train_Loss: 0.7179, Val_Loss: 0.7125, Precision: 0.0046, Recall: 1.0000, F1: 0.0092, Micro F1: 0.0109
Epoch: 02, Train_Loss: 0.7000, Val_Loss: 0.6994, Precision: 0.0046, Recall: 0.9783, F1: 0.0092, Micro F1: 0.0297
Now Best: {'train_loss': 0.6838120222091675, 'val_loss': 0.6867464780807495, 'precision': 0.021739130434782608, 'recall': 0.10869565217391304, 'F1': 0.036231884057971016, 'Micro F1:': 0.9734}
Epoch: 03, Train_Loss: 0.6838, Val_Loss: 0.6867, Precision: 0.0217, Recall: 0.1087, F1: 0.0362, Micro F1: 0.9734
Epoch: 04, Train_Loss: 0.6694, Val_Loss: 0.6740, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9954
Epoch: 05, Train_Loss: 0.6533, Val_Loss: 0.6611, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9954
Epoch: 06, Train_Loss: 0.6334, Val_Loss: 0.6483, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9954
Epoch: 07, Train_Loss: 0.6184, Val_Loss: 0.6355, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9954
Epoch: 08, Train_Loss: 0.6004, Val_Loss: 0.6223, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9954
Epoch: 09, Train_Loss: 0.5831, Val_Loss: 0.6087, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9954
Epoch: 10, Train_Loss: 0.5624, Val_Loss: 0.5943, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9954
Epoch: 11, Train_Loss: 0.5419, Val_Loss: 0.5789, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9954
Epoch: 12, Train_Loss: 0.5171, Val_Loss: 0.5620, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9954
Epoch: 13, Train_Loss: 0.4976, Val_Loss: 0.5436, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9954
