Loading Data...
./datasets_phish_scam/undirected-30000.pkl
Graph Edge Count: 1268798
Graph Average Degree: 84.58653333333334
Graph Node Count: 30000
Undirected Graph Edge Count: 1268798
Undirected Graph Average Degree: 84.58653333333334
Undirected Graph Node Count: 30000
Labeled Node Count: 125
========================training times:0========================
GPSPerformer
Start Training...
Epoch: 01, Train_Loss: 0.5818, Val_Loss: 0.5225, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9951
Epoch: 02, Train_Loss: 0.5717, Val_Loss: 0.5573, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9948
Epoch: 03, Train_Loss: 0.5626, Val_Loss: 0.5188, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9948
Epoch: 04, Train_Loss: 0.5539, Val_Loss: 0.4692, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9950
Epoch: 05, Train_Loss: 0.5442, Val_Loss: 0.4402, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9952
Epoch: 06, Train_Loss: 0.5357, Val_Loss: 0.4114, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9954
Epoch: 07, Train_Loss: 0.5252, Val_Loss: 0.3452, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9954
Epoch: 08, Train_Loss: 0.5147, Val_Loss: 0.2534, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9954
Epoch: 09, Train_Loss: 0.5009, Val_Loss: 0.2014, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9954
Epoch: 10, Train_Loss: 0.4867, Val_Loss: 0.1802, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9954
Epoch: 11, Train_Loss: 0.4703, Val_Loss: 0.1743, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9954
Epoch: 12, Train_Loss: 0.4531, Val_Loss: 0.1841, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9954
Epoch: 13, Train_Loss: 0.4338, Val_Loss: 0.1891, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9954
Epoch: 14, Train_Loss: 0.4163, Val_Loss: 0.1829, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9954
Epoch: 15, Train_Loss: 0.3972, Val_Loss: 0.1706, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9954
Epoch: 16, Train_Loss: 0.3798, Val_Loss: 0.1612, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9954
Epoch: 17, Train_Loss: 0.3614, Val_Loss: 0.1545, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9954
Epoch: 18, Train_Loss: 0.3424, Val_Loss: 0.1515, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9954
Epoch: 19, Train_Loss: 0.3274, Val_Loss: 0.1519, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9954
Epoch: 20, Train_Loss: 0.3053, Val_Loss: 0.1525, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9954
Epoch: 21, Train_Loss: 0.2843, Val_Loss: 0.1509, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9954
Epoch: 22, Train_Loss: 0.2646, Val_Loss: 0.1461, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9954
Epoch: 23, Train_Loss: 0.2485, Val_Loss: 0.1386, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9954
Epoch: 24, Train_Loss: 0.2301, Val_Loss: 0.1307, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9954
Epoch: 25, Train_Loss: 0.2116, Val_Loss: 0.1230, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9954
Epoch: 26, Train_Loss: 0.1961, Val_Loss: 0.1167, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9954
Epoch: 27, Train_Loss: 0.1814, Val_Loss: 0.1122, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9954
Epoch: 28, Train_Loss: 0.1685, Val_Loss: 0.1097, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9954
Epoch: 29, Train_Loss: 0.1572, Val_Loss: 0.1078, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9954
Epoch: 30, Train_Loss: 0.1468, Val_Loss: 0.1076, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9954
Epoch: 31, Train_Loss: 0.1360, Val_Loss: 0.1070, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9954
Epoch: 32, Train_Loss: 0.1264, Val_Loss: 0.1064, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9954
Epoch: 33, Train_Loss: 0.1183, Val_Loss: 0.1048, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9954
Epoch: 34, Train_Loss: 0.1115, Val_Loss: 0.1035, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9954
Epoch: 35, Train_Loss: 0.1060, Val_Loss: 0.1021, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9954
Epoch: 36, Train_Loss: 0.1006, Val_Loss: 0.1009, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9954
Epoch: 37, Train_Loss: 0.0960, Val_Loss: 0.1000, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9954
Epoch: 38, Train_Loss: 0.0920, Val_Loss: 0.0998, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9954
Epoch: 39, Train_Loss: 0.0882, Val_Loss: 0.0997, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9954
Epoch: 40, Train_Loss: 0.0861, Val_Loss: 0.0997, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9954
Epoch: 41, Train_Loss: 0.0836, Val_Loss: 0.0990, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9954
Epoch: 42, Train_Loss: 0.0821, Val_Loss: 0.0994, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9954
Epoch: 43, Train_Loss: 0.0797, Val_Loss: 0.0991, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9954
Epoch: 44, Train_Loss: 0.0789, Val_Loss: 0.0987, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9954
Epoch: 45, Train_Loss: 0.0775, Val_Loss: 0.0982, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9954
Epoch: 46, Train_Loss: 0.0770, Val_Loss: 0.0970, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9954
Epoch: 47, Train_Loss: 0.0758, Val_Loss: 0.0951, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9954
Epoch: 48, Train_Loss: 0.0749, Val_Loss: 0.0933, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9954
Epoch: 49, Train_Loss: 0.0742, Val_Loss: 0.0909, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9954
Epoch: 50, Train_Loss: 0.0739, Val_Loss: 0.0882, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9954
Epoch: 51, Train_Loss: 0.0739, Val_Loss: 0.0871, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9954
Epoch: 52, Train_Loss: 0.0739, Val_Loss: 0.0853, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9954
Epoch: 53, Train_Loss: 0.0722, Val_Loss: 0.0839, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9954
Epoch: 54, Train_Loss: 0.0715, Val_Loss: 0.0820, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9954
Epoch: 55, Train_Loss: 0.0728, Val_Loss: 0.0802, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9954
Epoch: 56, Train_Loss: 0.0714, Val_Loss: 0.0790, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9954
Epoch: 57, Train_Loss: 0.0730, Val_Loss: 0.0792, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9954
Epoch: 58, Train_Loss: 0.0732, Val_Loss: 0.0799, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9954
Epoch: 59, Train_Loss: 0.0704, Val_Loss: 0.0806, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9954
Epoch: 60, Train_Loss: 0.0709, Val_Loss: 0.0813, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9954
Epoch: 61, Train_Loss: 0.0717, Val_Loss: 0.0816, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9954
