Loading Data...
./datasets_phish_scam/undirected-30000.pkl
Edge Count: 1268798
Average Degree: 84.58653333333334
Node Count: 30000
Labeled Node Count: 125
========================training times:0========================
Extracting 1-hop subgraphs...
Done!
Extracting 1-hop subgraphs...
Done!
emb dim:  64
Ethident
Start Training...
Now Best: {'train_loss': 156.10153198242188, 'val_loss': 221.21287536621094, 'precision': 0.3333333333333333, 'recall': 0.021739130434782608, 'F1': 0.04081632653061224, 'Micro F1:': 0.9953}
Epoch: 01, Train_Loss: 156.1015, Val_Loss: 221.2129, Precision: 0.3333, Recall: 0.0217, F1: 0.0408, Micro F1: 0.9953
Epoch: 02, Train_Loss: 195.1730, Val_Loss: 223.3352, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9953
Epoch: 03, Train_Loss: 215.3513, Val_Loss: 176.9338, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9953
Epoch: 04, Train_Loss: 1466.8596, Val_Loss: 49.7612, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9951
Epoch: 05, Train_Loss: 74.9608, Val_Loss: 17.3517, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9803
Epoch: 06, Train_Loss: 45.1849, Val_Loss: 27.1762, Precision: 0.0105, Recall: 0.1957, F1: 0.0200, Micro F1: 0.9118
Epoch: 07, Train_Loss: 52.8141, Val_Loss: 37.4956, Precision: 0.0110, Recall: 0.3261, F1: 0.0213, Micro F1: 0.8620
Epoch: 08, Train_Loss: 68.4550, Val_Loss: 39.1600, Precision: 0.0118, Recall: 0.3696, F1: 0.0230, Micro F1: 0.8553
Epoch: 09, Train_Loss: 76.2814, Val_Loss: 25.3969, Precision: 0.0139, Recall: 0.2826, F1: 0.0264, Micro F1: 0.9043
Epoch: 10, Train_Loss: 44.8996, Val_Loss: 19.4650, Precision: 0.0147, Recall: 0.2609, F1: 0.0279, Micro F1: 0.9164
Epoch: 11, Train_Loss: 32.7482, Val_Loss: 13.5711, Precision: 0.0132, Recall: 0.2391, F1: 0.0250, Micro F1: 0.9141
Epoch: 12, Train_Loss: 23.1666, Val_Loss: 5.8537, Precision: 0.0133, Recall: 0.1957, F1: 0.0248, Micro F1: 0.9293
Epoch: 13, Train_Loss: 13.6254, Val_Loss: 4.5356, Precision: 0.0175, Recall: 0.1304, F1: 0.0309, Micro F1: 0.9624
Epoch: 14, Train_Loss: 8.9978, Val_Loss: 4.1487, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9811
Epoch: 15, Train_Loss: 5.0906, Val_Loss: 5.3796, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9790
Epoch: 16, Train_Loss: 10.5721, Val_Loss: 3.4034, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9813
Epoch: 17, Train_Loss: 6.4560, Val_Loss: 1.8193, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9910
Epoch: 18, Train_Loss: 6.0417, Val_Loss: 2.0366, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9942
Epoch: 19, Train_Loss: 8.6677, Val_Loss: 2.2920, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9950
Epoch: 20, Train_Loss: 10.1829, Val_Loss: 2.5018, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9945
Epoch: 21, Train_Loss: 10.6835, Val_Loss: 2.6572, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9952
Epoch: 22, Train_Loss: 10.2242, Val_Loss: 2.7735, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9950
Epoch: 23, Train_Loss: 8.9081, Val_Loss: 2.8532, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9944
Epoch: 24, Train_Loss: 6.8200, Val_Loss: 2.9443, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9927
Epoch: 25, Train_Loss: 4.0786, Val_Loss: 3.4569, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9839
Epoch: 26, Train_Loss: 1.6731, Val_Loss: 8.8851, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9752
Epoch: 27, Train_Loss: 11.4200, Val_Loss: 7.7941, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9764
Epoch: 28, Train_Loss: 8.8583, Val_Loss: 4.0196, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9898
Epoch: 29, Train_Loss: 3.1945, Val_Loss: 4.0341, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9926
Epoch: 30, Train_Loss: 5.5003, Val_Loss: 4.1160, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9930
Epoch: 31, Train_Loss: 6.9954, Val_Loss: 4.1579, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9935
Epoch: 32, Train_Loss: 7.6171, Val_Loss: 4.1609, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9935
Epoch: 33, Train_Loss: 7.4525, Val_Loss: 4.1275, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9935
Epoch: 34, Train_Loss: 6.6338, Val_Loss: 4.0625, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9932
Epoch: 35, Train_Loss: 5.4042, Val_Loss: 4.0382, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9921
Epoch: 36, Train_Loss: 3.7084, Val_Loss: 4.5140, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9835
Epoch: 37, Train_Loss: 2.1675, Val_Loss: 8.3088, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9770
Epoch: 38, Train_Loss: 9.2183, Val_Loss: 5.2666, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9808
Epoch: 39, Train_Loss: 3.7598, Val_Loss: 3.3639, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9945
Epoch: 40, Train_Loss: 4.2229, Val_Loss: 3.4049, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9951
Epoch: 41, Train_Loss: 7.1352, Val_Loss: 3.4111, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9953
Epoch: 42, Train_Loss: 8.9903, Val_Loss: 3.3805, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9953
Epoch: 43, Train_Loss: 9.9010, Val_Loss: 3.3153, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9950
Epoch: 44, Train_Loss: 9.9591, Val_Loss: 3.2191, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9950
Epoch: 45, Train_Loss: 9.2501, Val_Loss: 3.2268, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9941
Epoch: 46, Train_Loss: 8.1754, Val_Loss: 3.2525, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9940
Epoch: 47, Train_Loss: 6.8167, Val_Loss: 3.2461, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9938
Epoch: 48, Train_Loss: 5.0045, Val_Loss: 3.1876, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9935
Epoch: 49, Train_Loss: 2.7465, Val_Loss: 5.2016, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9825
Epoch: 50, Train_Loss: 5.3930, Val_Loss: 4.2483, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9836
Epoch: 51, Train_Loss: 4.0317, Val_Loss: 2.7452, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9935
Epoch: 52, Train_Loss: 2.9341, Val_Loss: 2.5155, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9936
Epoch: 53, Train_Loss: 4.5937, Val_Loss: 2.2509, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9938
Epoch: 54, Train_Loss: 5.3879, Val_Loss: 1.9594, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9937
Epoch: 55, Train_Loss: 5.4006, Val_Loss: 1.7316, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9945
Epoch: 56, Train_Loss: 4.9017, Val_Loss: 1.5596, Precision: 0.0000, Recall: 0.0000, F1: 0.0000, Micro F1: 0.9944
